Company/Brand,Founded,Headquarters,Sector,What it does,Founder/s,Investor/s,Amount(in dollars),Stage,Month
Prescinto,2016,Gujarat,Solar,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,Puneet Jaggi,"Venture Catalysts, 9Unicorns Accelerator Fund","35,00,000",Seed,3
MyGlamm,2015,Mumbai,Beauty products,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,Darpan Sanghvi,Bessemer Venture Partners,"2,00,00,000",Series C,3
Chirrup,2020,Bangalore,Gaming,Video integrated social-gaming platform,"Vipul Garg, Sourav Lashkari, Mehul Mittal","Titan Capital, iSeed, First Cheque, 3.0 Fund.","3,00,000",Pre-seed,3
Policybazaar,2008,Gurugram,Insurance,PolicyBazaar designs an online life insurance and general insurance comparison portal that analyzes financial products.,"Alok Bansal, Avaneesh Nirjar, Manoj Sharma, Tarun Mathur, Yashish Dahiya","Falcon Edge Capital, White Oak Global Advisors","7,50,00,000",,3
Livve Homes,2017,Bangalore,Rental space,"India's homegrown online portal, championing the region for a brighter, more exciting livvable future. Right from simply connecting owners and tenants and to managing everything in between",Maya Lakshman,Angel investors,"50,00,000",,3
Juicy Chemistry,2014,Coimbatore,Healthcare,Juicy Chemistry operates as an eponymous consumer brand.,"Megha, Pritesh Asher.",Akya Ventures,"63,00,000",Series A,3
Svasti Microfinance,2008,Mumbai,FinTech,Svasti works with urban slum dwellers women microentrepreneurs.,"Arunkumar Padmanabhan, Narayanan Subramaniam","Kayenne Ventures, Nordic Microfinance Initiative","40,00,000",,3
Nexprt,2020,New Delhi,Consulting,Nexprt Solutions offers end-to-end and 100% customized import solutions.,Harsha Vardhan K,Titan Capital,"20,00,000",,3
Wysa,2015,Bangalore,AI startup,Wysa is an AI conversational agent that has been shown to help improve mental health,"Jo Aggarwal, Ramakant Vempati","Kae Capital, Pi Ventures",Undisclosed,,3
Ankur capital,2011,Mumbai,FinTech,Early stage venture capital fund focused on opportunities created by rising aspirations & digital access for next billion Indians.,Ritu Verma,,"4,00,00,000",,3
Indifi,2015,Gurugram,FinTech,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,"Alok Mittal, Siddharth Mahanot, Sundeep Sahi","Elevar Equity, Accel India","50,00,000",Debt,3
Firmway,2016,Mumbai,FinTech,Firmway is a platform that digitizes balance confirmation and reconciliation process.,"Prashant Gupta, Vivek Chandan",,Undisclosed,Pre-seed,3
Say Cheese,2020,Mumbai,FemTech,"Say Cheese is the first holistic women-happiness platform in India, focused to increase the happiness of women through personalized solutions",Rajpreet Kaur,,"10,00,000",Seed,3
Indic Inspirations,2019,Pune,Cultural,"Indian Souvenirs online that reflect Indian tradition, culture & stories. Best for personal gifting and corporate gifting.",Sunil Jalihal,Marquee investors,"3,00,000",,3
Bimaplan,2020,Mumbai,FinTech,Affordable insurance for the next billion Indians,Vikul Goyal,"Titan Capital, Y Combinator","5,00,000",Seed,3
YAP,2014,Chennai,FinTech,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital","1,00,00,000",Series B,3
Leap Finance,2019,Bangalore,FinTech,Leap Finance is a fintech startup for Indian students pursuing international higher education,Vaibhav Singh,Jungle Ventures,"1,70,00,000",Series B,3
BlackSoil NBFC,2010,Mumbai,FinTech,BlackSoil Capital has transformed into an alternative NBFC and AIF Fund platform with an expertise to finance multiple sectors.,Mohinder Pal Bansal,,"30,00,000",,3
OYO,2012,Gurugram,Hospitality,OYO operates a branded network of hotels designed to offer standardized stay experiences.,Ritesh Agarwal,Hindustan Media Venture,"20,00,00,000",,3
Max Healthcare,2000,New Delhi,Healthcare,Max Healthcare is one of the leading chain of hospitals in India.,Analjit Singh,"Radiant Life Care Private Ltd, Life Healthcare","14,00,00,000",,3
4baseCare,2018,Bangalore,HealthTech,4baseCare develops a unified and patient-centric ecosystem to fight cancer.,"Hitesh Goswami, Kshitij Rishi","Mount Judi Ventures, growX Ventures, Season Two Ventures","20,00,000",Pre-series A,3
Ezstays,2019,New Delhi,EdTech,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.","Vaibhav Khanna, Abhishek Kumar, Kumar Gaurav",Richard Rekhy,"4,00,000",Seed,3
Stylework,2017,Gurugram,Co-working,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,Sparsh Khandelwal,Inflection Point Ventures,"5,00,000",Pre-series A,3
Kinara Capital,2011,Bangalore,FinTech,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,Hardika Shah,"GAWA Capital, Gaja Capital","60,00,000",,3
Riskcovry,2018,Bangalore,InsureTech,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.","Suvendu Prusty, Sorabh Bhandari, Vidya Sridharan, Chiranth Patil","Better Capital, Bharat Inclusion Seed Fund","50,00,000",Series A,3
NODWIN,2012,Gurugram,Gaming,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,Gautam Virk,Krafton,"2,00,00,000",,3
Quizizz,2015,Bangalore,EdTech,Quizizz is a Education based startup,"Ankit Gupta, Deepak Joy Cheenath","Eight Roads Ventures India, Nexus Venture Partners","1,25,00,000",Series A,3
Ecom Express,2012,New Delhi,E-commerce,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,"K. Satyanarayana, Manju Dhawan, Sanjeev Saxena, T. A. Krishnan","CDC Group, Partners Group","2,00,00,000",,3
Turtlemint,2015,Mumbai,InsureTech,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah",Jungle Ventures,"4,50,00,000",Series D,3
Captain Fresh,2019,Bangalore,Supply chain platform,Captain Fresh is a freshwater fish and seafood supply chain platform.,Utham Gowda,"Matrix Partners India, Ankur Capital","30,00,000",Seed,3
Northern Arc,2008,Chennai,FinTech,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,Kshama Fernandes,"U.S. International Development Finance Corp, Asian Development Bank","1,00,00,000",Debt,3
Qoohoo,2020,Bangalore,Social platform,A platform for creators to build immersive connections with their fans and followers and monetize them.,"Vimal Singh Rathore, Aseem Gupta",Angel investors,"8,00,000",Seed,3
IGL,2016,Mumbai,Gaming,Indian Gaming League is the premier eSports platform in India.,Yash Pariani,"Hungama, Hindustan Talkies","5,00,000",,3
AMPM,2018,Gurugram,E-commerce,24*7 convenience store,Shubham Gupta,Agility Venture Partners,"2,00,000",,3
The ePlane,2016,Chennai,Drone,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications","Pranjal Mehta, Satyanarayanan Chakravarthy","Speciale Invest, Farid Ahsan","10,00,000",Seed,3
Cashify,2009,Gurugram,E-commerce,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,"Amit Sethi, Mandeep Manocha, Nakul Kumar","Bessemer Venture Partners, CDH Investments","1,50,00,000",,3
Bijnis,2014,New Delhi,B2B service,Digitizing the Factories of the Unorganised Industries.,"Chaitanya Rathi, Shubham Agarwal, Siddharth Rastogi, Siddharth Vij","Sequoia Capital India, Matrix Partners India",Undisclosed,,3
Questt,2020,Gurugram,EdTech,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,"Akhil Singh, Mohsin, Rohit Pande","Chiratae Ventures, AET Fund","10,00,000",Seed,3
DealShare,2018,Jaipur,E-commerce,DealShare is a Social Commerce Startup,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Omidyar Network, Falcon Edge Capital","30,00,000",Debt,3
Euler Motors,2018,New Delhi,Automotive,Electric Light Commercial Vehicle,Saurav Kumar,"Jetty Ventures, Srinivas Anumolu","40,00,000",Series A,3
Blume Ventures,2011,Mumbai,FinTech,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,"Karthik Reddy, Sanjay Nath",Avendus,"4,00,00,000",,3
KoineArth,2018,Bangalore,Blockchain startup,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",Praphul Chandra,YourNest,"18,00,000",Pre-series A,3
ImaginXP,2013,Pune,EdTech,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,Vidhika Rohatgi,Venture Catalysts,"15,00,000",,3
Virohan,2018,Gurugram,EdTech,Virohan is an edtech company using technology to prepare a future-ready workforce for the healthcare industry.,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja","National Skill Development Corporation, Rianta Capital",Undisclosed,,3
Apna.co,2019,Bangalore,Recruitment,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,Nirmit Parikh,"Sequoia Capital India, Rocketship.vc","1,25,00,000",,3
ideaForge,2007,Mumbai,Drone,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,"Ankit Mehta, Ashish Bhat","Infosys, Qualcomm Ventures","20,00,000",,3
Clairco,2018,Bangalore,CleanTech,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,Aayush Jha,"Real Estate Accelerator Program (REAP), AngelList","5,00,000",,3
Northern Arc,2008,Chennai,FinTech,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,Kshama Fernandes,"Asian Development Bank, U.S. International Development Finance Corp","5,00,00,000",Debt,3
Doubtnut,2016,Gurugram,EdTech,"Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.","Aditya Shankar, Tanushree Nagori","Omidyar Network, Tencent Holdings","3,00,00,000",Series B,2
Hubhopper,2015,New Delhi,Podcast,"Hubhopper is India's leading podcast hosting, creation & distribution platform. Getting podcast across both Indian & global audio platforms",Gautam Raj Anand,"ITI Growth Opportunities Fund, Unit-E Ventures",Undisclosed,,2
Infra.Market,2016,Thane,Construction,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,"Aaditya Sharda, Souvik Sengupta","InnoVen Capital, Nexus Venture Partners","10,00,00,000",Series C,2
Comofi Medtech,2017,Bangalore,HeathTech,"Comofi Medtech develops healthcare products using artificial intelligence, augmented reality and IoT technologies","Satish Kalme, Kubasad Gururaj",CIIE.CO,"2,00,000",,2
Battery Smart,2019,New Delhi,Battery,Battery Smart provides advanced Li-ion batteries to e-rickshaws.,"Pulkit Khurana, Siddharth Sikka",Orios Venture Partners,Undisclosed,Seed,2
Kutuki,2017,Bangalore,EdTech,Kutuki is a learning platform focused on children between the ages of three and seven.,"Bharath Bevinahally, Sneha Sundaram",Omidyar Network India,"20,00,000",Seed,2
Onelife,2019,Mumbai,Healthcare,"Aspire to leverage the gifts of nature and science to help you make holistic lifestyle changes, with minimalistic effort, improving overall well-being.",Gaurav Aggarwal,Wipro venture capital arm,Undisclosed,,2
Eupheus,2017,New Delhi,EdTech,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,"Amit Kapoor, Rohit Dhar, Sarveshwar Shrivastava, Ved Prakash Khatri","Yuj Ventures, Sixth Sense Ventures","40,00,000",Series B,2
KreditBee,2018,Bangalore,FinTech,KreditBee is an Instant Personal Loan Platform for Young Professionals.,Madhusudan Ekambaram,"Premji Invest, Mirae Asset Naver Asia Growth Fund, Alpine Capital","7,50,00,000",Series C,2
Pencil,2019,Mumbai,Content publishing,Pencil is a content publishing platform that enables writers to publish their work for free.,"Malini Nair, Preeti Chib, Swarup Nanda","Inflection Point Ventures, SucSEED Venture Partners","10,00,000",Pre-series A,2
Aisle,2014,Bangalore,Dating,Aisle connects the new generation of single independent Indians from around the world looking for meaningful relationships.,Able Joseph,"Anas Rahman Junaid, Vinod Jose",Undisclosed,Pre-series A,2
Marquee Equity,2016,Mumbai,FinTech,The World's #1 Fundraising Service - Investor Meetings + Deal Documents - Globally,Ash Narain,"Capital One, Arrowroot Capital","38,00,000",,2
UptimeAI,2016,Bangalore,AI startup,"Enable true digital transformation with AI driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures","Jagadish Gattu, Vamsi Yalamanchili",YourNest Venture Capital,"15,00,000",Seed,2
WizKlub,2018,Bangalore,EdTech,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,Amit Bansal,Incubate Fund India,"8,00,000",Pre-series A,2
Zolve,2020,Bangalore,FinTech,Zolve Innovations operates as a neo-banking startup.,Raghunandan G,"Kunal Shah, Greg Kidd","1,50,00,000",Seed,2
MediBuddy,2000,Bangalore,EdTech,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",Satish Kannan,"InnoVen Capital, TEAMFund","30,00,000",Debt,2
Pariksha,2015,Pune,EdTech,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India.","Deepak Choudhary, Karanvir Singh Shekhawat, Utkarsh Bagri, Vikram Shekhawat","Venture Catalysts, 9Unicorns Accelerator Fund","20,00,000",Pre-series A,2
Express Stores,2019,Gurugram,E-commerce,Express Stores is a retail and omnichannel startup company,"Apoorv Jain, Kartik Gupta","Venture Highway, Rohit Bansal","10,00,000",Seed,2
Avataar Ventures,2019,Bangalore,FinTech,Avataar Venture Partners is a growth Capital Investment Firm.,Mohan Kumar,,"10,00,00,000",,2
Zingbus,2019,Haryana,Transportation,Zingbus is an emerging brand in the intercity bus services.,Mratunjay Beniwal,"Venture Catalysts, 9Unicorns Accelerator Fund",Undisclosed,Pre-series A,2
Phable,2017,Bangalore,HealthTech,Mobile App for Patients and Doctors,"Mukesh Bansal, Prasanth Reddy, Sumit Sinha","Fresco Capital, Social Starts","1,20,00,000",Series A,2
Codingal,2020,Bangalore,EdTech,Coding education platform for K-12 students,"Satyam Baranwal, Vivek Prakash","Y Combinator, Rebright Partners",Undisclosed,,2
Supply6,2018,Bangalore,Helathcare,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,"Rahul Jacob, Vaibhav Bhandari","Rohit Goutamchand, India CXO Fund","1,00,000",Seed,2
Swajal,2015,Gurugram,Water purification,Swajal uses clean solar energy to purify drinking water at an affordable rate.,"Advait Kumar, Vibha Tripathi","Rajasthan Venture Capital Fund, ACPL Exports","16,00,000",Pre-series A,2
BharatPe,2018,New Delhi,FinTech,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani","Amplo, Insight Partners","10,00,00,000",Series D,2
Filo,2020,New Delhi,EdTech,Instant learning platform for students while self study.,"Imbesat Ahmad, Shadman Anwer",Better Capital,"2,60,000",Pre-seed,2
Method & Madness,2020,Mumbai,Real Estate,Method & Madness Technology operates as a real-estate tech company.,Aditya Jhaveri,Justin Mateen,"20,00,000",Seed,2
EduFund,2020,Gujarat,FinTech,Changing the way Indians evaluate and plan higher education,"Arindam Sengupta, Eela Dubey",View Trade Holding Corp,"3,00,000",Pre-seed,2
Pepperfry,2011,Mumbai,E-commerce,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,"Ambareesh Murty, Ashish Shah","InnoVen Capital, Bertelsmann India Investments","3,00,00,000",Debt,2
